response_id,respondent_id,submitted_at,consent,response_source,completion_seconds,questionnaire_version,merch_scope,randomization_group,age_band,region_tier,activity_days_30d,player_tenure_months,monthly_merch_budget,has_purchased_merch,annual_merch_spend,purchase_frequency_12m,fandom_identity,preferred_operator_1,preferred_operator_2,preferred_operator_3,operator,category,purchase_intent,acceptable_price,channel,limited_preference,purchase_motivation,purchase_barrier,authenticity_importance,design_importance,practicality_importance,preorder_tolerance_days,price_too_cheap,price_good_value,price_expensive,price_too_expensive,concept_appeal,concept_uniqueness,product_improvement,open_feedback,is_simulated,data_type,simulation_seed,is_real_survey_response,user_segment
SYN-0102,SYN-U-0102,2026-09-03 12:57:00+00:00,True,simulated_bilibili,297,v2.2-synthetic,official_or_licensed_only,B,31～35岁,二线,21,56,80,True,430,6,青年玩家,焰狐龙梓兰,司霆惊蛰,余,焰狐龙梓兰,毛绒玩偶,3,92,淘宝,3,价格与性价比|收藏完整度,运费偏高|价格偏高|设计不符合预期,4,4,4,114,53,83,118,157,4,3,价格合理的情况下，希望同系列角色能够持续补全。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,core_buyer
SYN-0103,SYN-U-0103,2026-09-03 13:01:00+00:00,True,simulated_player_community,193,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,9,26,0,False,0,0,大学生玩家,重岳,黍,斩业星熊,重岳,通行证,4,21,淘宝,4,视觉设计或立绘表现|收藏完整度|喜爱角色,价格偏高|品质或材质不确定,4,4,3,25,9,17,27,35,4,2,可以先做小批量预售，并及时同步生产和发货进度。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0104,SYN-U-0104,2026-09-03 13:10:00+00:00,True,simulated_player_community,381,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,21,67,50,True,140,2,大学生玩家,纯烬艾雅法拉,谬因,予愿安洁莉娜,纯烬艾雅法拉,亚克力制品,3,57,官方商城,4,收藏完整度|支持IP或创作者|喜爱角色,预售周期过长|发货进度不透明,4,4,4,64,31,46,64,96,3,5,希望官方增加实物细节图，并说明售后和补款规则。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0105,SYN-U-0105,2026-09-03 13:19:00+00:00,True,simulated_bilibili,301,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,17,62,90,True,360,7,大学生玩家,归溟幽灵鲨,焰狐龙梓兰,余,归溟幽灵鲨,装饰摆件,4,103,淘宝,4,视觉设计或立绘表现|限定或联名属性,发货进度不透明|商品缺乏实用性,5,4,3,63,38,83,130,196,4,2,希望官方增加实物细节图，并说明售后和补款规则。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0106,SYN-U-0106,2026-09-03 13:23:00+00:00,True,simulated_player_community,360,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,17,61,60,True,380,3,大学生玩家,凛御银灰,真言,重岳,凛御银灰,日用生活,3,69,淘宝,2,支持IP或创作者|收藏完整度,发货进度不透明|预售周期过长,4,4,4,86,35,58,76,117,5,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0107,SYN-U-0107,2026-09-03 13:34:00+00:00,True,simulated_player_community,294,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,16,49,80,True,150,4,大学生玩家,焰狐龙梓兰,归溟幽灵鲨,Mon3tr,焰狐龙梓兰,毛绒玩偶,4,92,线下展会或快闪店,3,喜爱角色|限定或联名属性,担心盗版|已有同类商品过多,5,5,4,63,53,79,116,149,5,4,希望官方增加实物细节图，并说明售后和补款规则。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0108,SYN-U-0108,2026-09-03 13:41:00+00:00,True,simulated_bilibili,280,v2.2-synthetic,official_or_licensed_only,B,18～22岁,三线及以下,29,24,110,True,490,4,大学生玩家,予愿安洁莉娜,娜斯提,维娜·维多利亚,予愿安洁莉娜,毛绒玩偶,4,126,线下展会或快闪店,4,喜爱角色|限定或联名属性,设计不符合预期|价格偏高|品质或材质不确定,5,4,4,108,58,107,170,213,3,4,希望角色立绘还原准确，材质和尺寸说明写清楚。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0109,SYN-U-0109,2026-09-03 13:47:00+00:00,True,simulated_bilibili,278,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,19,51,210,True,1360,7,大学生玩家,黍,予愿安洁莉娜,Mon3tr,黍,亚克力制品,2,49,线下展会或快闪店,4,限定或联名属性|社交展示或社区认同|支持IP或创作者,设计不符合预期|品质或材质不确定,5,4,3,49,26,42,66,90,3,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0110,SYN-U-0110,2026-09-03 13:54:00+00:00,True,simulated_player_community,182,v2.2-synthetic,official_or_licensed_only,A,36岁及以上,新一线,11,59,160,True,1040,8,青年玩家,凛御银灰,酒神,焰狐龙梓兰,凛御银灰,吧唧（徽章）,4,26,官方商城,4,视觉设计或立绘表现|支持IP或创作者,设计不符合预期|品质或材质不确定|价格偏高,5,5,4,40,15,23,29,39,3,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,core_buyer
SYN-0111,SYN-U-0111,2026-09-03 13:59:00+00:00,True,simulated_bilibili,279,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,25,27,70,True,270,5,大学生玩家,死芒,缄默德克萨斯,塑心,死芒,亚克力制品,4,60,B站会员购,5,限定或联名属性|喜爱角色|视觉设计或立绘表现,设计不符合预期|运费偏高|品质或材质不确定,5,4,3,42,27,52,69,87,5,4,希望官方增加实物细节图，并说明售后和补款规则。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0112,SYN-U-0112,2026-09-03 14:04:00+00:00,True,simulated_bilibili,457,v2.2-synthetic,official_or_licensed_only,B,23～26岁,新一线,14,55,290,True,1500,9,青年玩家,缄默德克萨斯,赤刃明霄陈,黍,缄默德克萨斯,日用生活,2,106,官方商城,4,收藏完整度|实用功能|喜爱角色,品质或材质不确定|设计不符合预期|已有同类商品过多,5,4,2,68,57,93,138,191,2,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0113,SYN-U-0113,2026-09-03 14:11:00+00:00,True,simulated_weibo,349,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,6,31,50,True,300,6,大学生玩家,司霆惊蛰,归溟幽灵鲨,佩佩,司霆惊蛰,通行证,3,43,官方商城,4,实用功能|收藏完整度,运费偏高|设计不符合预期,5,5,3,48,21,39,52,74,3,3,,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0114,SYN-U-0114,2026-09-03 14:19:00+00:00,True,simulated_weibo,199,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,27,38,50,True,200,7,大学生玩家,归溟幽灵鲨,贝洛内,真言,归溟幽灵鲨,吧唧（徽章）,4,24,官方商城,4,喜爱角色|价格与性价比,预售周期过长|发货进度不透明|价格偏高,5,5,3,33,12,18,27,35,4,2,希望角色立绘还原准确，材质和尺寸说明写清楚。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0115,SYN-U-0115,2026-09-03 14:25:00+00:00,True,simulated_bilibili,264,v2.2-synthetic,official_or_licensed_only,B,27～30岁,一线,20,63,220,True,1050,3,青年玩家,缪尔赛思,缇缇,怒潮凛冬,缪尔赛思,手办模玩,3,384,B站会员购,3,喜爱角色|限定或联名属性|收藏完整度,设计不符合预期|价格偏高|预售周期过长,5,4,3,160,160,307,469,696,3,4,希望官方增加实物细节图，并说明售后和补款规则。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,core_buyer
SYN-0116,SYN-U-0116,2026-09-03 14:34:00+00:00,True,simulated_bilibili,407,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,14,28,140,True,950,8,大学生玩家,怒潮凛冬,结城理,缇缇,怒潮凛冬,通行证,4,56,线下展会或快闪店,3,喜爱角色|视觉设计或立绘表现,价格偏高|预售周期过长|设计不符合预期,4,5,3,37,25,43,73,107,5,4,,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,core_buyer
SYN-0117,SYN-U-0117,2026-09-03 14:44:00+00:00,True,simulated_bilibili,357,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,10,6,50,False,0,0,大学生玩家,重岳,维娜·维多利亚,真言,重岳,亚克力制品,3,40,品牌直播间,3,支持IP或创作者|收藏完整度|实用功能,商品缺乏实用性|预售周期过长|品质或材质不确定,5,4,5,36,23,35,54,72,2,4,希望官方增加实物细节图，并说明售后和补款规则。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,observer
SYN-0118,SYN-U-0118,2026-09-03 14:51:00+00:00,True,simulated_weibo,273,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,24,56,200,False,0,0,大学生玩家,归溟幽灵鲨,谬因,贝洛内,归溟幽灵鲨,装饰摆件,2,86,淘宝,3,限定或联名属性|喜爱角色,预售周期过长|价格偏高,5,5,2,34,40,74,98,144,2,3,可以先做小批量预售，并及时同步生产和发货进度。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,observer
SYN-0119,SYN-U-0119,2026-09-03 14:53:00+00:00,True,simulated_weibo,246,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,25,25,70,True,340,8,大学生玩家,缪尔赛思,维娜·维多利亚,Mon3tr,缪尔赛思,亚克力制品,4,57,线下展会或快闪店,3,视觉设计或立绘表现|喜爱角色,预售周期过长|价格偏高|设计不符合预期,4,4,3,38,21,44,74,103,4,4,可以先做小批量预售，并及时同步生产和发货进度。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0120,SYN-U-0120,2026-09-03 15:03:00+00:00,True,simulated_player_community,255,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,18,40,100,True,410,3,大学生玩家,酒神,塑心,真言,酒神,吧唧（徽章）,4,23,官方商城,5,喜爱角色|支持IP或创作者|实用功能,预售周期过长|价格偏高|运费偏高,5,5,3,45,10,18,29,41,4,5,希望角色立绘还原准确，材质和尺寸说明写清楚。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0121,SYN-U-0121,2026-09-03 15:09:00+00:00,True,simulated_bilibili,214,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,16,12,150,False,0,0,大学生玩家,缪尔赛思,司霆惊蛰,贝洛内,缪尔赛思,日用生活,3,103,B站会员购,3,实用功能|支持IP或创作者|限定或联名属性,品质或材质不确定|商品缺乏实用性,5,5,4,39,54,87,118,178,3,4,希望角色立绘还原准确，材质和尺寸说明写清楚。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,observer
SYN-0122,SYN-U-0122,2026-09-03 15:17:00+00:00,True,simulated_weibo,247,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,23,55,130,True,470,3,大学生玩家,赤刃明霄陈,佩佩,结城理,赤刃明霄陈,吧唧（徽章）,5,25,淘宝,5,喜爱角色|实用功能,已有同类商品过多|预售周期过长|发货进度不透明,4,4,3,27,13,19,33,48,5,5,,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0123,SYN-U-0123,2026-09-03 15:24:00+00:00,True,simulated_weibo,215,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,24,63,60,True,250,6,大学生玩家,荒芜拉普兰德,新约能天使,焰狐龙梓兰,荒芜拉普兰德,亚克力制品,5,61,B站会员购,4,收藏完整度|喜爱角色|价格与性价比,设计不符合预期|预售周期过长,4,5,4,62,24,48,71,98,4,2,希望角色立绘还原准确，材质和尺寸说明写清楚。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,core_buyer
SYN-0124,SYN-U-0124,2026-09-03 15:30:00+00:00,True,simulated_bilibili,334,v2.2-synthetic,official_or_licensed_only,B,23～26岁,新一线,25,54,150,True,510,5,青年玩家,塑心,Mon3tr,缄默德克萨斯,塑心,毛绒玩偶,4,165,官方商城,3,喜爱角色|视觉设计或立绘表现,发货进度不透明|运费偏高,5,4,5,77,90,143,214,326,4,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0125,SYN-U-0125,2026-09-03 15:38:00+00:00,True,simulated_bilibili,249,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,21,46,80,True,420,7,大学生玩家,维娜·维多利亚,凛御银灰,焰狐龙梓兰,维娜·维多利亚,吧唧（徽章）,4,21,B站会员购,3,限定或联名属性|视觉设计或立绘表现,价格偏高|预售周期过长|售后不便,3,4,3,27,10,19,28,35,4,4,可以先做小批量预售，并及时同步生产和发货进度。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,core_buyer
SYN-0126,SYN-U-0126,2026-09-03 15:42:00+00:00,True,simulated_bilibili,215,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,30,3,130,True,200,2,大学生玩家,焰狐龙梓兰,归溟幽灵鲨,新约能天使,焰狐龙梓兰,亚克力制品,4,62,B站会员购,4,实用功能|收藏完整度,发货进度不透明|运费偏高,5,5,3,69,25,53,83,119,4,3,,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0127,SYN-U-0127,2026-09-03 15:50:00+00:00,True,simulated_player_community,285,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,20,48,110,True,210,4,大学生玩家,焰狐龙梓兰,缪尔赛思,赤刃明霄陈,焰狐龙梓兰,吧唧（徽章）,4,23,品牌直播间,4,实用功能|喜爱角色|支持IP或创作者,设计不符合预期|预售周期过长,4,5,3,40,10,20,29,42,4,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,core_buyer
SYN-0128,SYN-U-0128,2026-09-03 16:00:00+00:00,True,simulated_bilibili,376,v2.2-synthetic,official_or_licensed_only,A,18～22岁,三线及以下,23,22,0,False,0,0,大学生玩家,娜斯提,归溟幽灵鲨,缇缇,娜斯提,毛绒玩偶,3,70,淘宝,2,收藏完整度|视觉设计或立绘表现|喜爱角色,价格偏高|品质或材质不确定,4,4,3,73,36,62,94,125,3,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,observer
SYN-0129,SYN-U-0129,2026-09-03 16:06:00+00:00,True,simulated_weibo,290,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,30,83,120,True,150,5,大学生玩家,焰狐龙梓兰,凯尔希·思衡托,荒芜拉普兰德,焰狐龙梓兰,日用生活,4,126,官方商城,4,喜爱角色|限定或联名属性,运费偏高|已有同类商品过多|设计不符合预期,4,5,4,87,60,113,150,187,3,3,可以先做小批量预售，并及时同步生产和发货进度。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0130,SYN-U-0130,2026-09-03 16:14:00+00:00,True,simulated_bilibili,281,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,30,40,70,True,430,8,大学生玩家,新约能天使,斩业星熊,谬因,新约能天使,通行证,4,47,淘宝,5,价格与性价比|喜爱角色|限定或联名属性,发货进度不透明|预售周期过长,3,4,4,54,23,40,63,83,4,3,希望官方增加实物细节图，并说明售后和补款规则。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0131,SYN-U-0131,2026-09-03 16:18:00+00:00,True,simulated_player_community,232,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,15,35,150,False,0,0,大学生玩家,佩佩,黍,新约能天使,佩佩,亚克力制品,3,51,品牌直播间,4,收藏完整度|限定或联名属性,预售周期过长|商品缺乏实用性,3,4,3,46,26,41,63,81,4,4,可以先做小批量预售，并及时同步生产和发货进度。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,observer
SYN-0132,SYN-U-0132,2026-09-03 16:26:00+00:00,True,simulated_weibo,297,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,27,50,70,True,120,5,大学生玩家,酒神,新约能天使,凛御银灰,酒神,亚克力制品,4,60,品牌直播间,5,喜爱角色|收藏完整度|视觉设计或立绘表现,商品缺乏实用性|售后不便,5,4,3,53,24,47,72,93,5,3,更愿意购买有实用性的联名商品，不希望只换图重复销售。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0133,SYN-U-0133,2026-09-03 16:33:00+00:00,True,simulated_weibo,261,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,24,3,110,True,390,8,大学生玩家,娜斯提,维娜·维多利亚,Mon3tr,娜斯提,吧唧（徽章）,4,25,淘宝,4,视觉设计或立绘表现|社交展示或社区认同|价格与性价比,设计不符合预期|预售周期过长,3,3,3,37,12,19,32,47,5,2,更愿意购买有实用性的联名商品，不希望只换图重复销售。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0134,SYN-U-0134,2026-09-03 16:42:00+00:00,True,simulated_bilibili,356,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,29,14,90,True,380,5,大学生玩家,娜斯提,重岳,凛御银灰,娜斯提,通行证,5,59,品牌直播间,4,实用功能|限定或联名属性,价格偏高|发货进度不透明|品质或材质不确定,5,4,4,55,30,45,72,95,5,4,更愿意购买有实用性的联名商品，不希望只换图重复销售。,更愿意购买有实用性的联名商品，不希望只换图重复销售。,True,synthetic_persona,20260903,False,core_buyer
SYN-0135,SYN-U-0135,2026-09-03 16:45:00+00:00,True,simulated_player_community,354,v2.2-synthetic,official_or_licensed_only,A,18～22岁,一线,27,64,70,True,80,2,大学生玩家,维娜·维多利亚,黍,斩业星熊,维娜·维多利亚,毛绒玩偶,4,80,淘宝,3,实用功能|喜爱角色,价格偏高|售后不便,5,5,3,118,47,69,97,123,4,2,希望角色立绘还原准确，材质和尺寸说明写清楚。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0136,SYN-U-0136,2026-09-03 16:52:00+00:00,True,simulated_player_community,450,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,19,46,90,True,350,5,大学生玩家,真言,塑心,归溟幽灵鲨,真言,日用生活,3,103,其他,4,实用功能|限定或联名属性,预售周期过长|设计不符合预期,3,5,1,75,59,88,133,201,2,3,希望官方增加实物细节图，并说明售后和补款规则。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,core_buyer
SYN-0137,SYN-U-0137,2026-09-03 17:04:00+00:00,True,simulated_bilibili,310,v2.2-synthetic,official_or_licensed_only,B,23～26岁,二线,14,43,180,True,1050,7,青年玩家,斩业星熊,维娜·维多利亚,黍,斩业星熊,毛绒玩偶,3,163,淘宝,4,收藏完整度|限定或联名属性,售后不便|预售周期过长|设计不符合预期,4,4,4,60,83,146,213,301,3,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0138,SYN-U-0138,2026-09-03 17:08:00+00:00,True,simulated_player_community,142,v2.2-synthetic,official_or_licensed_only,A,18～22岁,二线,13,3,50,True,240,4,大学生玩家,新约能天使,缇缇,荒芜拉普兰德,新约能天使,亚克力制品,3,57,淘宝,3,限定或联名属性|喜爱角色,价格偏高|预售周期过长|设计不符合预期,4,5,5,38,34,51,64,96,3,2,价格合理的情况下，希望同系列角色能够持续补全。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,core_buyer
SYN-0139,SYN-U-0139,2026-09-03 17:14:00+00:00,True,simulated_player_community,329,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,15,28,120,True,500,10,大学生玩家,怒潮凛冬,荒芜拉普兰德,纯烬艾雅法拉,怒潮凛冬,亚克力制品,4,66,B站会员购,5,喜爱角色|收藏完整度,价格偏高|发货进度不透明,4,4,3,47,26,58,76,115,5,2,可以先做小批量预售，并及时同步生产和发货进度。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,core_buyer
SYN-0140,SYN-U-0140,2026-09-03 17:21:00+00:00,True,simulated_weibo,408,v2.2-synthetic,official_or_licensed_only,B,23～26岁,二线,15,18,110,True,420,6,青年玩家,凯尔希·思衡托,维娜·维多利亚,归溟幽灵鲨,凯尔希·思衡托,亚克力制品,3,64,淘宝,4,收藏完整度|视觉设计或立绘表现,价格偏高|已有同类商品过多,3,4,3,40,36,54,81,111,3,4,希望角色立绘还原准确，材质和尺寸说明写清楚。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0141,SYN-U-0141,2026-09-03 17:28:00+00:00,True,simulated_bilibili,360,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,23,19,90,True,430,5,大学生玩家,谬因,凯尔希·思衡托,怒潮凛冬,谬因,吧唧（徽章）,3,23,品牌直播间,4,限定或联名属性|视觉设计或立绘表现,担心盗版|预售周期过长|价格偏高,5,4,4,29,9,20,25,35,3,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,,True,synthetic_persona,20260903,False,core_buyer
SYN-0142,SYN-U-0142,2026-09-03 17:38:00+00:00,True,simulated_bilibili,229,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,23,32,120,True,300,4,大学生玩家,归溟幽灵鲨,维娜·维多利亚,死芒,归溟幽灵鲨,通行证,3,45,线下展会或快闪店,4,视觉设计或立绘表现|喜爱角色|收藏完整度,运费偏高|设计不符合预期|发货进度不透明,4,4,5,34,22,35,51,69,2,4,价格合理的情况下，希望同系列角色能够持续补全。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,core_buyer
SYN-0143,SYN-U-0143,2026-09-03 17:45:00+00:00,True,simulated_player_community,381,v2.2-synthetic,official_or_licensed_only,A,18～22岁,三线及以下,18,34,50,False,0,0,大学生玩家,娜斯提,结城理,真言,娜斯提,亚克力制品,1,40,淘宝,2,收藏完整度|喜爱角色,发货进度不透明|设计不符合预期|价格偏高,3,3,3,25,14,31,50,62,1,4,希望官方增加实物细节图，并说明售后和补款规则。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,observer
SYN-0144,SYN-U-0144,2026-09-03 17:50:00+00:00,True,simulated_player_community,391,v2.2-synthetic,official_or_licensed_only,A,18～22岁,新一线,19,17,200,False,0,0,大学生玩家,怒潮凛冬,赤刃明霄陈,真言,怒潮凛冬,亚克力制品,3,52,B站会员购,4,视觉设计或立绘表现|收藏完整度|喜爱角色,发货进度不透明|预售周期过长,4,5,4,24,24,44,69,91,3,3,价格合理的情况下，希望同系列角色能够持续补全。,可以先做小批量预售，并及时同步生产和发货进度。,True,synthetic_persona,20260903,False,observer
SYN-0145,SYN-U-0145,2026-09-03 18:00:00+00:00,True,simulated_player_community,318,v2.2-synthetic,official_or_licensed_only,B,18～22岁,三线及以下,21,44,50,True,80,2,大学生玩家,凯尔希·思衡托,荒芜拉普兰德,予愿安洁莉娜,凯尔希·思衡托,通行证,5,57,官方商城,4,支持IP或创作者|实用功能|喜爱角色,商品缺乏实用性|预售周期过长,4,4,2,31,24,46,66,94,5,3,价格合理的情况下，希望同系列角色能够持续补全。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0146,SYN-U-0146,2026-09-03 18:07:00+00:00,True,simulated_player_community,343,v2.2-synthetic,official_or_licensed_only,A,18～22岁,三线及以下,23,63,100,True,110,3,大学生玩家,予愿安洁莉娜,焰狐龙梓兰,谬因,予愿安洁莉娜,吧唧（徽章）,4,26,官方商城,3,喜爱角色|价格与性价比|限定或联名属性,价格偏高|售后不便,4,4,4,45,16,24,34,47,3,2,希望官方增加实物细节图，并说明售后和补款规则。,,True,synthetic_persona,20260903,False,occasional_buyer
SYN-0147,SYN-U-0147,2026-09-03 18:11:00+00:00,True,simulated_weibo,325,v2.2-synthetic,official_or_licensed_only,B,18～22岁,新一线,16,51,150,False,0,0,大学生玩家,结城理,谬因,维娜·维多利亚,结城理,吧唧（徽章）,5,24,B站会员购,3,收藏完整度|支持IP或创作者,设计不符合预期|价格偏高|发货进度不透明,5,5,2,26,12,21,27,38,4,4,可以先做小批量预售，并及时同步生产和发货进度。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0148,SYN-U-0148,2026-09-03 18:17:00+00:00,True,simulated_bilibili,264,v2.2-synthetic,official_or_licensed_only,A,23～26岁,三线及以下,27,28,120,True,510,12,青年玩家,谬因,纯烬艾雅法拉,归溟幽灵鲨,谬因,亚克力制品,4,60,淘宝,4,喜爱角色|社交展示或社区认同,价格偏高|预售周期过长,5,4,3,56,33,48,71,89,4,2,可以先做小批量预售，并及时同步生产和发货进度。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,core_buyer
SYN-0149,SYN-U-0149,2026-09-03 18:23:00+00:00,True,simulated_bilibili,323,v2.2-synthetic,official_or_licensed_only,B,18～22岁,一线,23,19,150,False,0,0,大学生玩家,缄默德克萨斯,娜斯提,余,缄默德克萨斯,亚克力制品,4,52,淘宝,4,收藏完整度|限定或联名属性|社交展示或社区认同,设计不符合预期|预售周期过长|价格偏高,4,5,3,33,27,45,67,87,5,5,价格合理的情况下，希望同系列角色能够持续补全。,价格合理的情况下，希望同系列角色能够持续补全。,True,synthetic_persona,20260903,False,potential_buyer
SYN-0150,SYN-U-0150,2026-09-03 18:31:00+00:00,True,simulated_bilibili,289,v2.2-synthetic,official_or_licensed_only,B,18～22岁,二线,17,35,60,True,470,8,大学生玩家,望,纯烬艾雅法拉,真言,望,通行证,3,43,线下展会或快闪店,3,限定或联名属性|视觉设计或立绘表现,品质或材质不确定|价格偏高|运费偏高,5,4,3,39,22,35,57,72,3,3,希望角色立绘还原准确，材质和尺寸说明写清楚。,希望角色立绘还原准确，材质和尺寸说明写清楚。,True,synthetic_persona,20260903,False,core_buyer
SYN-0151,SYN-U-0151,2026-09-03 18:39:00+00:00,True,simulated_player_community,350,v2.2-synthetic,official_or_licensed_only,A,23～26岁,三线及以下,27,69,150,True,710,8,青年玩家,结城理,纯烬艾雅法拉,凯尔希·思衡托,结城理,通行证,3,49,淘宝,3,限定或联名属性|视觉设计或立绘表现,发货进度不透明|已有同类商品过多,5,4,4,29,22,43,56,72,3,4,可以先做小批量预售，并及时同步生产和发货进度。,希望官方增加实物细节图，并说明售后和补款规则。,True,synthetic_persona,20260903,False,core_buyer
